company,score,Sector,url
Rich Universe Network Ltd,11,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/530271/
Nikki Global Finance Ltd,11,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/531272/
Hasti Finance Ltd,11,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/531387/
Avasara Finance Ltd,10,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/511730/
Vaarad Ventures Ltd,10,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/532320/consolidated/
Indergiri Finance Ltd,10,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/531505/
Shikhar Consultants Ltd,9,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/526883/
TCI Finance Ltd,8,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/TCIFINANCE/
Shri Niwas Leasing & Finance Ltd,8,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/538897/
Grand Oak Canyons Distillery Ltd,8,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/523862/consolidated/
B P Capital Ltd,7,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/536965/
Premium Capital Market & Investments Ltd,6,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/511660/
IndiaNivesh Ltd,6,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/501700/consolidated/
Polytex India Ltd,5,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/512481/
Geetanjali Credit and Capital Ltd,5,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/539486/
KLG Capital Services Ltd,5,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/530771/consolidated/
Manipal Finance Corporation Ltd,5,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/507938/
Pasupati Fincap Ltd,3,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/511734/
Trustwave Securities Ltd,2,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/508963/
JPT Securities Ltd,2,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/530985/consolidated/
Jupiter Industries & Leasing Ltd,1,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/507987/
Rama Petrochemicals Ltd,1,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/500358/consolidated/
Silveroak Commercial Ltd,1,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/512197/
Williamson Financial Services Ltd,1,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/519214/
Jayabharat Credit Ltd,1,Non Banking Financial Company (NBFC) Companies,https://www.screener.in/company/501311/
